business_id,business_name,community_id
Ldch7Nc5gaZrhcIRd7mcjw,Kabuki Sushi,8
ZGH8MzJa7Q7iIpmtzBAJAQ,Manayunk Brewery,8
6_T2xzR74JqGCTPefAD8Tw,Morimoto,8
pm1bStJuol5XmxE_atZhCQ,Nom Nom Ramen,8
PJjkH_VZeQwxEJvlQ-v7wA,Pho 75,8
3gVSrS4kffGGZT8oXHsIcw,Pod,8
ZMejgg0By-DI2wyQWezBbQ,Ramen Bar,8
itv5mVA2lkp_ivhSdmKGgw,Seorabol Korean Restaurant,8
R3FDYMQBrMpkUquwE-eniQ,The Continental Restaurant and Martini Bar,8
40O7uKX-uAG_JDrS-OM85w,Umai Umai,8
Cjwb7VQGP0u2eWYj1wnO3g,Vango Lounge & Skybar,8
FqOCC8Y9xryaX7sIBJcrxA,Vic Sushi Bar,8
eoN0GAIRV0WmwUm7FmzKgQ,Yakitori Boy,8
KQgCflC8eqJU5kvJkByXzw,Yamitsuki Ramen,8
YzluF3FNGjnW-tOrLZt8JA,Zama,8
nR3VW9i2K8033QY0ZMTisw,Zento Contemporary Japanese Cuisine,8
fivoAD6x6jXJRiEZwhpcEQ,Amis Trattoria,9
cFSyJluKa2SHtgMMvlx6SQ,Angelo's Pizzeria,9
6ajnOk0GcY9xbb5Ocaw8Gw,Barbuzzo,9
elSnD7Vuxnlg5_9gTqBqmA,Barra Rossa Ristorante,9
eMiN8nm70jjKg8izikVWDA,Chickie's & Pete's,9
8P8HIysyyGbG8_94cG1Jyg,Entree BYOB,9
sVZb87xjhbCWHQ2UXOGLrA,Giorgio On Pine,9
trwHwsXOVV-ZmF-MtP98BA,High Street Philadelphia,9
sTPueJEwcRDj7ZJmG7okYA,Jim's South St,9
RZtGWDLCAtuipwaZ-UfjmQ,LaScala's,9
mBgaPljP3OYkl_vGKTyFNw,LaScala's Birra,9
sL6fC0P4C-gyL4E5gacUeQ,Lazaro's Pizzeria & Grill,9
FD7gMovIYQmhdn23Iq91zQ,Lorenzo & Sons Pizza,9
2WGnykxiM-Mp-qIm2u7iAw,Maggiano's Little Italy,9
RleiW2_QLyxgNjFfqDoZpw,Modo Mio,9
M_EpyAH1CZZVlhxfYBLOqg,Nomad Pizza Company,9
05ev984NYfimRN0UiFrxaA,Osteria,9
nsH0hQ7xB5LS2_Ba3mqHTQ,Paesano's Philly Style,9
fN12ywQpLXQ93bpwe1N_Ww,Pietro's Coal Oven Pizzeria,9
uJZgom8HpK74xz8IojpT0A,Pizzeria Beddia,9
vF_QwGltBpVesMMGclzB9Q,Pizzeria Stella,9
u7_3L1NBWgxhBM_B-cmmnA,Pizzeria Vetri,9
I1H5s9cVCGh1nH-4bhsSDA,Santucci's Original Square Pizza,9
arKiXax3ScSM_z3O-0CIyw,Spasso Italian Grill,9
luv3Y2AjoOhxYRY_u5tRJA,The Couch Tomato Cafe,9
LtLbT776NOAjva1ttA2h3w,The QUICK FIXX,9
Wtr51cNrv1pYyIRg_IawYQ,The Victor Cafe,9
tf2nzjkP8XGIeU-lg767XA,Tredici Enoteca,9
hUmHwBQtGg0iH-PZakQJDw,Wm Mulherin's Sons,9
_LOJW0XkOpj4O348GVRDeQ,Zavino,9
jEasa4Sbzy4NdLyzPPgQyg,2nd Story Brewing,10
_s_51Vmq1LVQnGFSa-KfUw,Alla Spina,10
cwn_MBPFUJtme68WURSgKA,Bainbridge Street Barrel House,10
Mwc3n5Psw9wRaQ22vZWDYQ,Bar Hygge,10
jS3affmkXWrBnidXA-DIfQ,Butcher Bar,10
TwnzM8mJn_nT2PJf1x-9kQ,Cafe Lift,10
ckF4SrqKfSm8ndr88on1dA,Chart House,10
LwX2vbzttWYAdoBoVtfvRg,City Tap House,10
HPqTJ_yF2ZJw87yHWnSzSg,City Tavern Restaurant,10
RnhLCG4N9MPy6ZRzq787Cg,Devil's Alley Bar & Grille,10
Y7EalRsCafsApK5DcL_mTg,Devil's Den,10
xxL2_-oExRCwKs_Nyr0KiQ,Fadó Irish Pub,10
KfIPQSLSj_rJ9zbsdO7wFQ,Greg's Kitchen,10
CYSPKiVdoPX3erovujnE9Q,Harp & Crown,10
-0TffRSXXIlBYVbb5AwfTg,IndeBlue Modern Indian Food & Spirits,10
KrKQChZ1hwHHVaUK9Zc-Ag,Iron Hill Brewery & Restaurant,10
OHzX-ZD9qyoeoxR8Z0dlIA,Khyber Pass Pub,10
LO5yBY9uoowtq7FsaKPJXA,Kraftwork,10
D5V0Fawd6ODVgqCY8xngsw,Loews Philadelphia Hotel,10
ZQc6EvnfQXtIK-8w-d0N5Q,Mad Rex,10
cOXc8c85Ms6dMEAJazLXHQ,McGillin's Olde Ale House,10
u7cZUEGK6iJP2gvI22xY2A,Memphis Taproom,10
lWedWkinrM5j13pyimbpbA,Miles Table,10
OdIBX09glfXNVSyd0RnIeg,Monk's Cafe,10
mf0OyZ6DX2iKUFIV9TqFRQ,Moriarty's Restaurant and Irish Pub,10
AmI3LIUNwsi4023hOVGu3w,Moshulu,10
_PvljXZHQlUmL8SuOXF8ug,New Deck Tavern,10
bfiO0n663Ej36svzuRuVtA,Nodding Head Brewery & Restaurant,10
R0JUjyjGEzUlY3auVhY_tg,North Bowl,10
lZX5_8qspEXtMJGFQ0-Mow,Philadelphia Marriott Downtown,10
4_W5pstoN1166TGjjPOrMg,Prohibition Taproom,10
32It9NN_lVismU9tcuLB0A,Relish,10
dG-gZOWzn8iO1Rvv_fbXxA,Silk City Diner & Lounge,10
YqmClmk7oLcDzPWKHzgA-Q,South Philadelphia Tap Room,10
68ThEdiK0eWCEgGEmV9Tng,Southgate,10
M1q0l_VuI6MqRYLWGVhCCw,The Belgian Café,10
sdWuLh-auc0nC2Jy6_26AQ,The Black Sheep Pub & Restaurant,10
KDplhtRYnHOCnuIjIGR8fA,The Goat's Beard,10
QXGnmsKYANxOyZBqM-zlJA,The Plough & the Stars,10
iWy6Wft0MMO9Ud2wM93frg,The Sidecar Bar & Grille,10
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,10
vtSisxaozZ7HWpBl_W7VaQ,Time,10
xWfm4AwLZr-B97fYVsIgCA,Tria Taproom,10
ktM6aYuzqWd-kA8SIWswiQ,Winnie's Manayunk,10
